ProbeID,kME
isogroupDN64668_c0_g1,0
isogroupDN64668_c1_g1,0
isogroupDN64671_c0_g1,0
isogroupDN64672_c0_g1,0
isogroupDN64674_c0_g1,0
isogroupDN64675_c0_g1,0
isogroupDN64686_c0_g1,0
isogroupDN64687_c0_g1,0
isogroupDN64687_c2_g1,0
isogroupDN64699_c1_g1,0
isogroupDN64701_c0_g1,1
isogroupDN64702_c0_g1,0
isogroupDN64703_c1_g1,0
isogroupDN64706_c0_g1,0
isogroupDN64707_c0_g1,0
isogroupDN64709_c1_g1,1
isogroupDN64719_c0_g1,0
isogroupDN64723_c0_g1,0
isogroupDN64723_c0_g3,0
isogroupDN64734_c0_g1,0
isogroupDN64735_c0_g1,0
isogroupDN64738_c0_g1,0
isogroupDN64743_c0_g2,0
isogroupDN64743_c1_g1,0
isogroupDN64754_c2_g1,0
isogroupDN64757_c0_g1,0
isogroupDN64763_c0_g1,0
isogroupDN64775_c0_g1,1
isogroupDN64777_c0_g1,0
isogroupDN64777_c0_g2,0
isogroupDN64782_c2_g1,0
isogroupDN64793_c2_g1,0
isogroupDN64794_c0_g1,0
isogroupDN64795_c0_g1,0
isogroupDN64801_c0_g1,0
isogroupDN64803_c0_g1,0
isogroupDN64804_c0_g1,0
isogroupDN64805_c0_g1,0
isogroupDN64808_c0_g1,0
isogroupDN64820_c0_g2,0
isogroupDN64822_c0_g1,0
isogroupDN64826_c0_g1,0
isogroupDN64839_c0_g1,0
isogroupDN64841_c0_g1,0
isogroupDN64844_c0_g1,0
isogroupDN64849_c1_g1,1
isogroupDN64852_c0_g1,0
isogroupDN64856_c0_g1,0
isogroupDN64858_c0_g1,0
isogroupDN64861_c0_g1,0
isogroupDN64861_c0_g2,0
isogroupDN64863_c1_g2,0
isogroupDN64863_c1_g3,0
isogroupDN64875_c0_g1,0
isogroupDN64876_c0_g1,0
isogroupDN64877_c0_g1,0
isogroupDN64884_c0_g1,0
isogroupDN64885_c0_g1,0
isogroupDN64890_c1_g1,0
isogroupDN64895_c0_g1,0
isogroupDN64895_c1_g1,0
isogroupDN64896_c0_g1,0
isogroupDN64900_c0_g1,0
isogroupDN64902_c0_g1,0
isogroupDN64905_c0_g1,0
isogroupDN64906_c1_g1,0
isogroupDN64913_c0_g1,0
isogroupDN64918_c0_g1,0
isogroupDN64921_c0_g2,0
isogroupDN64930_c0_g1,0
isogroupDN64931_c1_g1,0
isogroupDN64941_c0_g1,0
isogroupDN64941_c0_g2,0
isogroupDN64941_c0_g3,0
isogroupDN64945_c0_g1,0
isogroupDN64948_c1_g1,1
isogroupDN64949_c0_g1,0
isogroupDN64953_c0_g1,0
isogroupDN64955_c0_g1,0
isogroupDN64958_c0_g1,0
isogroupDN64959_c0_g1,0
isogroupDN64960_c4_g1,0
isogroupDN64972_c1_g1,0
isogroupDN64973_c0_g1,0
isogroupDN64977_c0_g1,0
isogroupDN64981_c1_g1,0
isogroupDN64983_c2_g1,0
isogroupDN64984_c0_g1,0
isogroupDN64986_c0_g1,0
isogroupDN6498_c0_g1,0
isogroupDN64991_c0_g1,0
isogroupDN64996_c3_g1,0
isogroupDN64998_c0_g1,0
isogroupDN64999_c0_g1,0
isogroupDN65002_c0_g1,0
isogroupDN65002_c2_g1,0
isogroupDN65008_c0_g1,0
isogroupDN65009_c0_g1,0
isogroupDN65011_c1_g1,0
isogroupDN65017_c0_g1,0
isogroupDN65019_c0_g1,0
isogroupDN65023_c0_g1,0
isogroupDN65031_c0_g1,0
isogroupDN65032_c0_g1,1
isogroupDN65035_c0_g1,0
isogroupDN65035_c0_g2,0
isogroupDN65038_c0_g1,0
isogroupDN65048_c0_g1,0
isogroupDN65058_c0_g1,0
isogroupDN65061_c0_g1,0
isogroupDN65062_c0_g1,0
isogroupDN65063_c0_g1,1
isogroupDN65065_c0_g1,0
isogroupDN65065_c0_g2,0
isogroupDN65067_c0_g1,0
isogroupDN65068_c0_g1,0
isogroupDN65073_c0_g1,0
isogroupDN65080_c0_g1,0
isogroupDN65081_c3_g1,0
isogroupDN65084_c3_g1,0
isogroupDN65086_c0_g2,0
isogroupDN65093_c2_g1,0
isogroupDN65095_c0_g1,0
isogroupDN65099_c0_g1,0
isogroupDN65105_c0_g1,0
isogroupDN65110_c0_g1,0
isogroupDN65111_c0_g1,0
isogroupDN65112_c0_g1,0
isogroupDN65113_c0_g1,0
isogroupDN65115_c1_g1,0
isogroupDN65118_c1_g1,0
isogroupDN65127_c0_g1,0
isogroupDN65134_c2_g1,0
isogroupDN65134_c3_g1,0
isogroupDN65141_c1_g1,0
isogroupDN65145_c0_g1,0
isogroupDN65147_c0_g1,0
isogroupDN65151_c0_g1,1
isogroupDN65158_c0_g1,0
isogroupDN65165_c1_g1,0
isogroupDN65166_c0_g1,0
isogroupDN65168_c0_g1,0
isogroupDN65174_c0_g1,0
isogroupDN65179_c1_g1,0
isogroupDN65184_c0_g1,0
isogroupDN65190_c0_g4,0
isogroupDN65195_c0_g1,0
isogroupDN65198_c0_g1,0
isogroupDN65200_c0_g1,0
isogroupDN65201_c0_g1,0
isogroupDN65202_c1_g1,0
isogroupDN65206_c0_g1,0
isogroupDN65213_c0_g1,1
isogroupDN65218_c0_g2,0
isogroupDN65218_c0_g3,0
isogroupDN65225_c0_g1,0
isogroupDN65228_c2_g1,0
isogroupDN65228_c2_g2,0
isogroupDN65229_c1_g1,0
isogroupDN65230_c0_g1,0
isogroupDN65233_c1_g1,0
isogroupDN65234_c0_g1,0
isogroupDN65237_c0_g2,0
isogroupDN65241_c0_g1,1
isogroupDN65242_c1_g1,0
isogroupDN65245_c1_g1,0
isogroupDN65246_c0_g1,0
isogroupDN65251_c0_g1,0
isogroupDN65254_c0_g1,0
isogroupDN65259_c0_g1,0
isogroupDN65262_c0_g1,0
isogroupDN65262_c0_g2,0
isogroupDN65262_c0_g3,0
isogroupDN65263_c1_g1,0
isogroupDN65264_c0_g1,0
isogroupDN65270_c0_g1,0
isogroupDN65274_c0_g1,0
isogroupDN65277_c0_g1,0
isogroupDN65282_c2_g1,0
isogroupDN65284_c1_g2,0
isogroupDN65294_c0_g1,0
isogroupDN65295_c0_g1,0
isogroupDN65299_c0_g1,0
isogroupDN65304_c0_g1,0
isogroupDN65305_c2_g1,0
isogroupDN65309_c1_g1,0
isogroupDN65327_c1_g1,0
isogroupDN65328_c0_g1,0
isogroupDN65334_c0_g1,0
isogroupDN65339_c2_g1,0
isogroupDN65341_c0_g1,0
isogroupDN65344_c0_g1,0
isogroupDN65346_c0_g1,0
isogroupDN65350_c1_g1,0
isogroupDN65351_c0_g1,0
isogroupDN65354_c0_g1,0
isogroupDN6535_c0_g1,0
isogroupDN65375_c1_g1,0
isogroupDN65376_c0_g1,0
isogroupDN65391_c0_g1,0
isogroupDN65396_c1_g4,0
isogroupDN65408_c0_g1,0
isogroupDN65409_c0_g1,0
isogroupDN65409_c3_g1,0
isogroupDN65412_c0_g1,0
isogroupDN65413_c0_g1,1
isogroupDN65414_c2_g1,0
isogroupDN65422_c1_g1,0
isogroupDN65425_c0_g1,0
isogroupDN65429_c0_g1,0
isogroupDN65457_c0_g1,0
isogroupDN65466_c0_g1,0
isogroupDN65467_c2_g1,0
isogroupDN65469_c0_g1,0
isogroupDN65470_c1_g1,0
isogroupDN65472_c0_g1,0
isogroupDN65473_c1_g1,1
isogroupDN65473_c1_g2,1
isogroupDN65474_c0_g1,0
isogroupDN65475_c0_g1,0
isogroupDN65482_c0_g1,1
isogroupDN65482_c2_g2,0
isogroupDN65485_c0_g1,0
isogroupDN65503_c0_g2,1
isogroupDN65509_c0_g1,0
isogroupDN65518_c1_g1,0
isogroupDN65518_c1_g2,0
isogroupDN6551_c1_g1,0
isogroupDN65529_c1_g1,0
isogroupDN65532_c2_g1,0
isogroupDN65539_c0_g1,0
isogroupDN65544_c3_g1,0
isogroupDN65544_c3_g2,0
isogroupDN65548_c0_g1,0
isogroupDN65551_c0_g1,0
isogroupDN65553_c0_g1,0
isogroupDN65556_c0_g1,0
isogroupDN65560_c0_g1,0
isogroupDN65560_c1_g1,0
isogroupDN65578_c0_g1,0
isogroupDN65581_c0_g1,0
isogroupDN65583_c1_g1,0
isogroupDN65593_c0_g1,0
isogroupDN65601_c0_g1,0
isogroupDN65603_c0_g1,0
isogroupDN65604_c1_g1,0
isogroupDN65605_c0_g1,1
isogroupDN65606_c2_g1,0
isogroupDN65608_c1_g1,0
isogroupDN65609_c0_g1,0
isogroupDN65611_c0_g2,0
isogroupDN65613_c2_g1,0
isogroupDN65615_c0_g1,0
isogroupDN65616_c1_g1,0
isogroupDN65622_c0_g2,0
isogroupDN65628_c0_g1,0
isogroupDN65642_c1_g1,0
isogroupDN65642_c2_g1,0
isogroupDN65642_c2_g2,0
isogroupDN65646_c0_g1,0
isogroupDN65647_c0_g1,0
isogroupDN65648_c1_g1,0
isogroupDN65657_c0_g1,1
isogroupDN65664_c0_g1,0
isogroupDN65667_c0_g1,0
isogroupDN65668_c2_g1,0
isogroupDN65668_c2_g2,0
isogroupDN65669_c0_g1,0
isogroupDN65669_c0_g2,0
isogroupDN65671_c0_g1,0
isogroupDN65673_c0_g1,1
isogroupDN65681_c0_g1,0
isogroupDN65682_c0_g1,0
isogroupDN65684_c3_g1,0
isogroupDN65685_c1_g1,0
isogroupDN65685_c1_g2,0
isogroupDN65686_c1_g1,0
isogroupDN65688_c1_g1,0
isogroupDN65690_c0_g1,0
isogroupDN65691_c1_g1,0
isogroupDN65692_c0_g1,0
isogroupDN65693_c4_g1,0
isogroupDN65694_c1_g1,0
isogroupDN65695_c0_g1,0
isogroupDN65701_c0_g1,0
isogroupDN65703_c1_g1,0
isogroupDN65704_c0_g2,0
isogroupDN65706_c0_g2,0
isogroupDN65711_c0_g1,0
isogroupDN65712_c0_g2,0
isogroupDN65714_c0_g1,0
isogroupDN65715_c0_g1,0
isogroupDN65717_c0_g1,0
isogroupDN65717_c0_g2,0
isogroupDN65720_c1_g1,0
isogroupDN65721_c0_g1,0
isogroupDN65723_c0_g1,0
isogroupDN65724_c1_g1,0
isogroupDN65726_c0_g1,0
isogroupDN65728_c0_g1,0
isogroupDN65735_c0_g1,0
isogroupDN65736_c0_g1,0
isogroupDN65741_c0_g1,0
isogroupDN65744_c1_g2,0
isogroupDN65744_c2_g1,0
isogroupDN65745_c0_g1,1
isogroupDN65749_c0_g2,0
isogroupDN65749_c2_g1,0
isogroupDN65749_c3_g1,0
isogroupDN65749_c3_g10,0
isogroupDN65749_c3_g12,0
isogroupDN65749_c3_g2,0
isogroupDN65749_c3_g3,0
isogroupDN65749_c3_g4,0
isogroupDN65749_c3_g5,0
isogroupDN65749_c3_g6,0
isogroupDN65749_c3_g7,0
isogroupDN65749_c3_g8,0
isogroupDN65750_c1_g1,0
isogroupDN65753_c0_g1,0
isogroupDN65753_c0_g2,0
isogroupDN65757_c0_g1,0
isogroupDN65758_c1_g1,0
isogroupDN65761_c0_g1,0
isogroupDN65765_c0_g1,0
isogroupDN65766_c4_g1,0
isogroupDN65769_c0_g1,0
isogroupDN65774_c1_g1,0
isogroupDN65781_c2_g1,0
isogroupDN65783_c2_g1,0
isogroupDN65787_c0_g1,0
isogroupDN65794_c0_g1,0
isogroupDN65795_c2_g1,0
isogroupDN65795_c3_g1,0
isogroupDN65796_c0_g1,0
isogroupDN65798_c0_g1,0
isogroupDN65800_c0_g1,0
isogroupDN65801_c0_g1,0
isogroupDN65804_c0_g2,0
isogroupDN65808_c1_g1,0
isogroupDN65808_c1_g2,0
isogroupDN65813_c0_g2,1
isogroupDN65817_c0_g1,0
isogroupDN65820_c1_g1,0
isogroupDN65820_c1_g2,0
isogroupDN65824_c0_g2,0
isogroupDN65828_c0_g1,0
isogroupDN65829_c0_g1,0
isogroupDN65830_c0_g1,1
isogroupDN65833_c0_g1,0
isogroupDN65835_c0_g2,0
isogroupDN65835_c1_g1,0
isogroupDN65836_c0_g1,0
isogroupDN65837_c0_g1,0
isogroupDN6583_c0_g1,0
isogroupDN65841_c1_g1,0
isogroupDN65843_c0_g1,1
isogroupDN65843_c2_g2,0
isogroupDN65845_c0_g1,1
isogroupDN65848_c0_g1,0
isogroupDN65849_c0_g1,0
isogroupDN65851_c1_g1,0
isogroupDN65853_c0_g1,0
isogroupDN65856_c1_g2,0
isogroupDN65858_c1_g1,0
isogroupDN65858_c1_g2,0
isogroupDN65858_c1_g3,0
isogroupDN65862_c0_g1,0
isogroupDN65863_c0_g1,0
isogroupDN65867_c1_g1,0
isogroupDN65870_c0_g1,0
isogroupDN65871_c0_g1,0
isogroupDN65879_c0_g1,0
isogroupDN65882_c0_g1,0
isogroupDN65884_c0_g1,0
isogroupDN65892_c0_g1,0
isogroupDN65893_c0_g1,0
isogroupDN65895_c0_g1,1
isogroupDN65895_c1_g1,0
isogroupDN65902_c1_g1,1
isogroupDN65907_c1_g1,0
isogroupDN65909_c0_g1,0
isogroupDN65911_c0_g2,0
isogroupDN65913_c0_g1,0
isogroupDN65915_c0_g1,0
isogroupDN65922_c0_g1,0
isogroupDN65928_c1_g1,0
isogroupDN65935_c0_g1,0
isogroupDN65939_c1_g1,0
isogroupDN65942_c0_g1,0
isogroupDN65944_c0_g1,0
isogroupDN65948_c3_g1,0
isogroupDN65952_c1_g1,0
isogroupDN65954_c2_g1,0
isogroupDN65972_c0_g1,0
isogroupDN65977_c0_g1,0
isogroupDN65979_c0_g2,0
isogroupDN65981_c0_g1,0
isogroupDN65982_c0_g1,0
isogroupDN65984_c0_g1,0
isogroupDN65989_c2_g1,0
isogroupDN65990_c1_g2,0
isogroupDN65997_c0_g1,0
isogroupDN65998_c0_g1,0
isogroupDN66000_c0_g1,0
isogroupDN66010_c1_g1,0
isogroupDN66015_c0_g2,0
isogroupDN66019_c2_g2,0
isogroupDN66021_c1_g2,0
isogroupDN66023_c2_g1,0
isogroupDN66024_c0_g1,0
isogroupDN66030_c1_g1,0
isogroupDN66034_c0_g1,0
isogroupDN66037_c0_g1,0
isogroupDN66037_c1_g1,0
isogroupDN66038_c1_g1,1
isogroupDN66041_c0_g1,0
isogroupDN66045_c0_g1,0
isogroupDN66046_c0_g1,0
isogroupDN66049_c0_g1,0
isogroupDN66052_c0_g1,0
isogroupDN66058_c0_g1,0
isogroupDN66060_c1_g1,0
isogroupDN66062_c0_g1,0
isogroupDN66064_c0_g1,0
isogroupDN66066_c1_g2,0
isogroupDN66070_c0_g1,0
isogroupDN66072_c0_g1,0
isogroupDN66076_c0_g1,0
isogroupDN66077_c1_g1,1
isogroupDN66083_c0_g1,1
isogroupDN66088_c1_g1,0
isogroupDN66093_c0_g1,0
isogroupDN66098_c0_g2,0
isogroupDN66099_c0_g1,0
isogroupDN66101_c0_g1,0
isogroupDN66102_c1_g1,0
isogroupDN66105_c0_g1,0
isogroupDN66108_c0_g1,0
isogroupDN66109_c0_g1,0
isogroupDN66110_c1_g1,0
isogroupDN66113_c0_g1,0
isogroupDN66119_c0_g1,0
isogroupDN66121_c0_g1,0
isogroupDN66123_c1_g1,0
isogroupDN66126_c0_g1,0
isogroupDN66127_c1_g1,0
isogroupDN66128_c0_g1,0
isogroupDN66132_c0_g1,0
isogroupDN66139_c0_g1,0
isogroupDN66141_c0_g1,0
isogroupDN66144_c0_g1,1
isogroupDN66148_c1_g1,0
isogroupDN66152_c1_g1,0
isogroupDN66159_c1_g1,0
isogroupDN66163_c0_g1,0
isogroupDN66167_c1_g1,0
isogroupDN66167_c2_g1,0
isogroupDN66175_c0_g1,0
isogroupDN66186_c0_g1,0
isogroupDN66189_c0_g1,0
isogroupDN66193_c6_g1,0
isogroupDN66201_c0_g1,1
isogroupDN66202_c0_g1,0
isogroupDN66204_c0_g1,0
isogroupDN66205_c0_g1,0
isogroupDN66206_c0_g1,0
isogroupDN66208_c0_g1,0
isogroupDN66210_c0_g1,0
isogroupDN66215_c0_g1,0
isogroupDN66226_c0_g1,0
isogroupDN66226_c0_g2,0
isogroupDN66227_c3_g1,0
isogroupDN66231_c0_g1,0
isogroupDN66232_c2_g1,0
isogroupDN66236_c1_g1,0
isogroupDN66237_c0_g1,0
isogroupDN66238_c0_g1,0
isogroupDN66241_c1_g1,0
isogroupDN66245_c0_g1,0
isogroupDN66246_c0_g1,0
isogroupDN66247_c0_g1,0
isogroupDN66249_c2_g1,0
isogroupDN66252_c1_g1,0
isogroupDN66255_c1_g3,0
isogroupDN66267_c0_g1,0
isogroupDN66269_c0_g1,0
isogroupDN66273_c0_g2,0
isogroupDN66276_c0_g1,1
isogroupDN66280_c0_g1,0
isogroupDN66281_c1_g2,0
isogroupDN66282_c0_g1,0
isogroupDN66282_c0_g2,0
isogroupDN66289_c0_g1,0
isogroupDN66290_c0_g1,0
isogroupDN66291_c0_g1,0
isogroupDN66295_c1_g1,0
isogroupDN66297_c0_g1,0
isogroupDN66299_c1_g2,0
isogroupDN66299_c3_g1,0
isogroupDN66304_c0_g1,0
isogroupDN66305_c0_g1,0
isogroupDN66305_c3_g1,0
isogroupDN66307_c1_g1,0
isogroupDN66310_c1_g1,0
isogroupDN66312_c0_g1,0
isogroupDN66313_c0_g1,0
isogroupDN66313_c0_g2,0
isogroupDN66324_c2_g1,0
isogroupDN66324_c2_g2,0
isogroupDN66324_c2_g3,0
isogroupDN66325_c0_g2,0
isogroupDN66327_c2_g1,0
isogroupDN66328_c0_g1,0
isogroupDN66329_c0_g1,0
isogroupDN66330_c1_g1,0
isogroupDN66331_c0_g1,0
isogroupDN66334_c0_g1,0
isogroupDN66335_c0_g1,0
isogroupDN66335_c0_g2,0
isogroupDN66337_c1_g1,0
isogroupDN66344_c0_g1,0
isogroupDN66345_c0_g1,0
isogroupDN66350_c0_g1,0
isogroupDN66351_c0_g1,1
isogroupDN66354_c0_g1,0
isogroupDN66355_c0_g1,0
isogroupDN66357_c0_g1,0
isogroupDN66370_c0_g1,0
isogroupDN66373_c0_g1,0
isogroupDN66375_c0_g1,0
isogroupDN66380_c0_g1,0
isogroupDN66391_c1_g1,0
isogroupDN66391_c3_g1,0
isogroupDN66399_c4_g1,0
isogroupDN66400_c0_g1,0
isogroupDN66406_c1_g1,0
isogroupDN66407_c0_g1,0
isogroupDN66408_c0_g1,0
isogroupDN66410_c1_g1,0
isogroupDN66411_c2_g1,0
isogroupDN66413_c2_g1,0
isogroupDN66415_c4_g1,0
isogroupDN66419_c1_g1,0
isogroupDN66419_c1_g3,0
isogroupDN66420_c0_g1,0
isogroupDN66422_c0_g1,1
isogroupDN66425_c0_g1,0
isogroupDN66430_c0_g1,0
isogroupDN66436_c0_g1,0
isogroupDN66439_c2_g1,0
isogroupDN66443_c0_g2,0
isogroupDN66450_c0_g1,0
isogroupDN66456_c0_g1,0
isogroupDN66456_c1_g1,0
isogroupDN66460_c0_g2,0
isogroupDN66463_c0_g1,0
isogroupDN66465_c0_g1,0
isogroupDN66466_c0_g1,0
isogroupDN66467_c0_g1,1
isogroupDN66470_c0_g1,0
isogroupDN66471_c1_g1,0
isogroupDN66476_c3_g1,0
isogroupDN66479_c0_g1,0
isogroupDN66479_c0_g2,0
isogroupDN66491_c1_g1,0
isogroupDN66491_c1_g2,0
isogroupDN66498_c0_g1,0
isogroupDN66506_c1_g1,0
isogroupDN66508_c0_g1,0
isogroupDN66512_c1_g1,0
isogroupDN66514_c0_g1,0
isogroupDN66515_c0_g1,0
isogroupDN66517_c0_g1,0
isogroupDN66517_c0_g2,0
isogroupDN66518_c0_g1,0
isogroupDN66519_c1_g1,0
isogroupDN66520_c0_g1,0
isogroupDN66523_c0_g1,1
isogroupDN66524_c0_g1,0
isogroupDN66533_c0_g1,0
isogroupDN66534_c0_g1,0
isogroupDN66536_c0_g1,0
isogroupDN66541_c1_g1,0
isogroupDN66542_c1_g1,0
isogroupDN66542_c2_g1,0
isogroupDN66542_c2_g2,0
isogroupDN66543_c1_g1,0
isogroupDN66543_c1_g2,0
isogroupDN66545_c0_g2,0
isogroupDN66546_c0_g1,0
isogroupDN66548_c0_g1,1
isogroupDN66555_c1_g1,0
isogroupDN66557_c1_g1,0
isogroupDN66565_c0_g1,0
isogroupDN66567_c0_g1,0
isogroupDN66569_c1_g1,0
isogroupDN66573_c0_g1,0
isogroupDN66575_c0_g1,0
isogroupDN66580_c1_g1,0
isogroupDN66582_c1_g1,0
isogroupDN66584_c0_g1,0
isogroupDN66590_c1_g1,0
isogroupDN66591_c1_g1,0
isogroupDN66591_c2_g1,0
isogroupDN66595_c0_g1,0
isogroupDN66598_c1_g1,0
isogroupDN66601_c1_g1,0
isogroupDN66603_c1_g1,0
isogroupDN66605_c0_g1,0
isogroupDN66608_c2_g1,0
isogroupDN66612_c0_g1,0
isogroupDN66615_c0_g1,0
isogroupDN66615_c0_g2,0
isogroupDN66617_c1_g1,0
isogroupDN66618_c1_g1,0
isogroupDN66619_c3_g1,0
isogroupDN66620_c0_g1,0
isogroupDN66626_c0_g1,0
isogroupDN66631_c2_g1,0
isogroupDN66632_c1_g1,0
isogroupDN66633_c5_g1,0
isogroupDN66634_c1_g1,0
isogroupDN66635_c0_g1,0
isogroupDN66636_c1_g1,0
isogroupDN66637_c0_g1,0
isogroupDN66648_c1_g2,0
isogroupDN66653_c0_g1,0
isogroupDN66655_c0_g1,0
isogroupDN66658_c2_g1,0
isogroupDN66659_c0_g2,0
isogroupDN66662_c0_g1,0
isogroupDN66664_c0_g1,0
isogroupDN66689_c2_g1,0
isogroupDN66691_c0_g1,0
isogroupDN66692_c0_g1,0
isogroupDN66693_c0_g1,0
isogroupDN66696_c0_g1,0
isogroupDN66698_c0_g2,0
isogroupDN66699_c0_g1,1
isogroupDN66703_c2_g1,0
isogroupDN66704_c0_g1,0
isogroupDN66705_c0_g2,0
isogroupDN66706_c1_g2,0
isogroupDN66707_c0_g1,1
isogroupDN66708_c1_g1,1
isogroupDN66711_c0_g1,0
isogroupDN66712_c0_g1,0
isogroupDN66714_c0_g1,0
isogroupDN66715_c0_g1,0
isogroupDN66719_c3_g1,0
isogroupDN66724_c0_g2,0
isogroupDN66726_c0_g1,0
isogroupDN66728_c0_g1,0
isogroupDN66732_c0_g1,0
isogroupDN66737_c0_g2,0
isogroupDN66740_c0_g1,0
isogroupDN66741_c0_g1,0
isogroupDN66741_c0_g2,0
isogroupDN66741_c2_g1,0
isogroupDN66742_c0_g1,0
isogroupDN66744_c1_g1,0
isogroupDN66745_c0_g1,0
isogroupDN66748_c0_g1,0
isogroupDN66751_c0_g1,0
isogroupDN66754_c0_g1,0
isogroupDN66755_c0_g1,0
isogroupDN66758_c1_g1,0
isogroupDN66761_c0_g1,0
isogroupDN66763_c0_g1,0
isogroupDN66771_c1_g1,0
isogroupDN66772_c0_g1,0
isogroupDN66773_c0_g1,1
isogroupDN66775_c1_g1,0
isogroupDN66783_c0_g1,0
isogroupDN66785_c0_g1,0
isogroupDN66786_c0_g1,0
isogroupDN66791_c0_g1,0
isogroupDN66791_c1_g1,0
isogroupDN66794_c0_g1,0
isogroupDN66794_c0_g2,0
isogroupDN66795_c0_g1,0
isogroupDN66799_c1_g1,0
isogroupDN66800_c0_g1,0
isogroupDN66801_c0_g1,0
isogroupDN66804_c0_g1,1
isogroupDN66807_c1_g1,0
isogroupDN66808_c0_g1,0
isogroupDN66810_c0_g1,1
isogroupDN66811_c0_g2,0
isogroupDN66814_c3_g1,0
isogroupDN66816_c2_g1,0
isogroupDN66819_c1_g1,0
isogroupDN66819_c1_g2,0
isogroupDN66822_c0_g1,0
isogroupDN66823_c0_g1,0
isogroupDN66831_c0_g1,0
isogroupDN66834_c2_g1,0
isogroupDN66838_c1_g1,0
isogroupDN66838_c1_g2,0
isogroupDN66839_c1_g1,0
isogroupDN66844_c0_g1,1
isogroupDN66845_c0_g1,0
isogroupDN66848_c1_g2,0
isogroupDN66850_c0_g1,0
isogroupDN66851_c0_g1,0
isogroupDN66857_c0_g1,0
isogroupDN66858_c0_g1,0
isogroupDN66867_c1_g1,0
isogroupDN66868_c0_g1,0
isogroupDN66868_c0_g2,0
isogroupDN66869_c0_g1,0
isogroupDN66869_c0_g2,0
isogroupDN66871_c1_g1,0
isogroupDN66873_c0_g1,0
isogroupDN66873_c0_g2,0
isogroupDN66874_c0_g1,0
isogroupDN66878_c0_g1,0
isogroupDN66882_c0_g1,0
isogroupDN66888_c0_g1,0
isogroupDN66890_c0_g1,0
isogroupDN66892_c2_g1,0
isogroupDN66896_c0_g2,0
isogroupDN66904_c0_g1,0
isogroupDN66906_c2_g1,0
isogroupDN66907_c0_g2,0
isogroupDN66910_c2_g1,0
isogroupDN66915_c0_g1,0
isogroupDN66916_c0_g1,0
isogroupDN66917_c1_g1,0
isogroupDN66918_c0_g1,0
isogroupDN66919_c0_g1,0
isogroupDN66925_c0_g2,0
isogroupDN66929_c0_g1,0
isogroupDN66932_c2_g1,0
isogroupDN66933_c1_g1,1
isogroupDN66934_c0_g1,0
isogroupDN66939_c1_g1,1
isogroupDN66939_c2_g1,1
isogroupDN66945_c0_g1,0
isogroupDN66948_c0_g1,0
isogroupDN66950_c0_g1,0
isogroupDN66953_c0_g1,0
isogroupDN66957_c2_g1,0
isogroupDN66961_c0_g1,0
isogroupDN66962_c5_g1,0
isogroupDN66965_c0_g1,0
isogroupDN66967_c0_g1,0
isogroupDN66974_c0_g1,0
isogroupDN66980_c0_g1,0
isogroupDN66982_c0_g1,0
isogroupDN66982_c1_g1,0
isogroupDN66982_c2_g1,0
isogroupDN66983_c0_g1,0
isogroupDN66985_c1_g1,0
isogroupDN66992_c0_g1,0
isogroupDN66995_c0_g1,0
isogroupDN66996_c0_g1,0
isogroupDN67001_c1_g1,0
isogroupDN67002_c1_g1,0
isogroupDN67007_c0_g1,0
isogroupDN67009_c0_g1,0
isogroupDN67009_c1_g1,0
isogroupDN67011_c0_g1,0
isogroupDN67011_c1_g1,0
isogroupDN67012_c1_g1,0
isogroupDN67015_c0_g1,0
isogroupDN67016_c0_g1,0
isogroupDN67018_c0_g1,0
isogroupDN67024_c1_g1,0
isogroupDN67025_c1_g1,0
isogroupDN67026_c1_g1,0
isogroupDN67027_c1_g1,0
isogroupDN67029_c0_g1,0
isogroupDN67033_c1_g1,0
isogroupDN67037_c0_g1,0
isogroupDN67038_c0_g1,0
isogroupDN67039_c0_g1,0
isogroupDN67040_c0_g1,1
isogroupDN67046_c0_g1,0
isogroupDN67047_c1_g1,0
isogroupDN67048_c0_g1,0
isogroupDN67049_c5_g1,0
isogroupDN67050_c1_g1,0
isogroupDN67051_c0_g1,0
isogroupDN67052_c2_g1,0
isogroupDN67053_c0_g1,0
isogroupDN67054_c1_g1,0
isogroupDN67055_c0_g1,0
isogroupDN67056_c1_g1,0
isogroupDN67059_c0_g1,0
isogroupDN67060_c1_g1,0
isogroupDN67061_c1_g1,0
isogroupDN67064_c4_g1,0
isogroupDN67064_c4_g2,0
isogroupDN67065_c1_g1,0
isogroupDN67067_c4_g1,0
isogroupDN67070_c0_g1,0
isogroupDN67071_c2_g1,0
isogroupDN67072_c2_g1,0
isogroupDN67077_c0_g1,0
isogroupDN67078_c0_g1,0
isogroupDN67079_c0_g1,0
isogroupDN67084_c2_g1,1
isogroupDN67091_c0_g1,0
isogroupDN67091_c0_g2,0
isogroupDN67092_c0_g1,0
isogroupDN67095_c0_g1,0
isogroupDN67096_c1_g1,0
isogroupDN67098_c0_g1,1
isogroupDN67099_c1_g1,0
isogroupDN67100_c2_g1,0
isogroupDN67102_c1_g1,0
isogroupDN67103_c0_g1,0
isogroupDN67106_c0_g1,1
isogroupDN67107_c0_g1,0
isogroupDN67108_c1_g1,0
isogroupDN67112_c2_g1,0
isogroupDN67113_c1_g1,0
isogroupDN67115_c1_g2,0
isogroupDN6711_c0_g1,0
isogroupDN6711_c0_g2,0
isogroupDN67121_c0_g2,0
