ProbeID,kME
isogroupDN71229_c0_g1,0
isogroupDN71230_c5_g2,0
isogroupDN71230_c6_g1,0
isogroupDN71231_c3_g1,0
isogroupDN71233_c12_g1,0
isogroupDN71233_c9_g1,0
isogroupDN71234_c5_g2,0
isogroupDN71234_c7_g1,0
isogroupDN71235_c3_g1,1
isogroupDN71235_c3_g2,1
isogroupDN71235_c3_g3,0
isogroupDN71235_c5_g2,0
isogroupDN71236_c1_g1,0
isogroupDN71236_c2_g2,0
isogroupDN71237_c10_g1,0
isogroupDN71237_c6_g1,0
isogroupDN71237_c8_g1,0
isogroupDN71237_c9_g1,0
isogroupDN71238_c4_g1,0
isogroupDN71238_c5_g1,0
isogroupDN71238_c6_g1,0
isogroupDN71239_c0_g2,0
isogroupDN71241_c0_g1,0
isogroupDN71241_c1_g1,1
isogroupDN71242_c6_g1,0
isogroupDN71242_c8_g2,0
isogroupDN71242_c9_g2,0
isogroupDN71243_c10_g1,0
isogroupDN71243_c12_g1,0
isogroupDN71243_c13_g1,0
isogroupDN71243_c14_g1,0
isogroupDN71244_c1_g1,0
isogroupDN71244_c2_g1,0
isogroupDN71244_c2_g2,0
isogroupDN71245_c1_g1,0
isogroupDN71247_c1_g1,0
isogroupDN71248_c5_g2,0
isogroupDN71248_c6_g1,0
isogroupDN71248_c7_g1,0
isogroupDN71248_c9_g1,0
isogroupDN71249_c8_g1,0
isogroupDN71249_c9_g1,0
isogroupDN71251_c3_g1,0
isogroupDN71251_c4_g1,0
isogroupDN71251_c4_g2,0
isogroupDN71252_c0_g2,0
isogroupDN71252_c2_g1,0
isogroupDN71253_c0_g1,0
isogroupDN71254_c2_g1,0
isogroupDN71254_c2_g2,0
isogroupDN71254_c3_g1,0
isogroupDN71255_c4_g1,0
isogroupDN71255_c5_g2,0
isogroupDN71256_c0_g1,0
isogroupDN71257_c1_g1,0
isogroupDN71257_c1_g2,0
isogroupDN71258_c5_g2,0
isogroupDN71260_c1_g7,0
isogroupDN71261_c1_g1,0
isogroupDN71261_c2_g1,0
isogroupDN71262_c3_g1,0
isogroupDN71263_c0_g1,0
isogroupDN71264_c3_g1,0
isogroupDN71265_c1_g1,0
isogroupDN71265_c5_g2,0
isogroupDN71267_c0_g1,0
isogroupDN71268_c0_g1,0
isogroupDN71270_c4_g2,0
isogroupDN71270_c5_g1,0
isogroupDN71271_c0_g1,0
isogroupDN71272_c5_g2,0
isogroupDN71272_c7_g3,0
isogroupDN71273_c0_g1,0
isogroupDN71274_c4_g1,0
isogroupDN71275_c5_g2,0
isogroupDN71275_c9_g1,0
isogroupDN71276_c4_g1,0
isogroupDN71277_c2_g1,0
isogroupDN71277_c2_g2,0
isogroupDN71278_c0_g2,0
isogroupDN71279_c4_g1,0
isogroupDN71279_c5_g1,1
isogroupDN71280_c2_g1,0
isogroupDN71284_c8_g1,0
isogroupDN71286_c0_g1,0
isogroupDN71288_c5_g1,0
isogroupDN71290_c2_g3,0
isogroupDN71291_c0_g2,0
isogroupDN71292_c0_g1,0
isogroupDN71293_c1_g1,0
isogroupDN71296_c4_g1,0
isogroupDN71297_c4_g1,0
isogroupDN71297_c4_g2,0
isogroupDN71297_c4_g3,0
isogroupDN71297_c5_g2,0
isogroupDN71297_c7_g1,0
isogroupDN71298_c5_g1,0
isogroupDN71300_c3_g1,0
isogroupDN71301_c1_g1,0
isogroupDN71301_c7_g2,0
isogroupDN71301_c9_g1,0
isogroupDN71302_c0_g1,0
isogroupDN71302_c1_g1,0
isogroupDN71303_c0_g1,0
isogroupDN71303_c1_g1,0
isogroupDN71303_c3_g1,0
isogroupDN71304_c0_g2,0
isogroupDN71305_c9_g2,0
isogroupDN71306_c3_g10,0
isogroupDN71307_c3_g1,0
isogroupDN71307_c5_g1,0
isogroupDN71308_c0_g1,0
isogroupDN71313_c1_g1,0
isogroupDN71314_c5_g1,0
isogroupDN71314_c6_g1,0
isogroupDN71314_c7_g1,0
isogroupDN71314_c8_g1,0
isogroupDN71316_c1_g1,0
isogroupDN71316_c2_g1,0
isogroupDN71320_c1_g1,0
isogroupDN71321_c2_g2,0
isogroupDN71321_c3_g1,0
isogroupDN71323_c4_g1,0
isogroupDN71323_c5_g1,0
isogroupDN71325_c1_g1,0
isogroupDN71326_c4_g1,0
isogroupDN71326_c8_g2,0
isogroupDN71326_c8_g3,0
isogroupDN71326_c8_g4,0
isogroupDN71327_c0_g2,0
isogroupDN71327_c6_g1,0
isogroupDN71329_c0_g1,0
isogroupDN71331_c6_g1,0
isogroupDN71331_c8_g1,0
isogroupDN71333_c2_g1,0
isogroupDN71333_c3_g2,0
isogroupDN71335_c6_g1,0
isogroupDN71335_c7_g1,0
isogroupDN71335_c8_g1,0
isogroupDN71336_c0_g1,0
isogroupDN71338_c0_g1,0
isogroupDN71339_c10_g1,0
isogroupDN71339_c11_g4,0
isogroupDN71339_c1_g1,0
isogroupDN71339_c1_g2,0
isogroupDN71339_c3_g1,0
isogroupDN71339_c3_g2,0
isogroupDN71339_c7_g1,0
isogroupDN71340_c2_g1,0
isogroupDN71341_c3_g1,0
isogroupDN71343_c2_g1,0
isogroupDN71344_c0_g2,0
isogroupDN71346_c2_g1,0
isogroupDN71347_c0_g2,0
isogroupDN71348_c2_g1,0
isogroupDN71349_c3_g1,0
isogroupDN71349_c4_g1,1
isogroupDN71349_c7_g2,1
isogroupDN71351_c8_g2,0
isogroupDN71352_c1_g1,0
isogroupDN71352_c3_g1,1
isogroupDN71353_c0_g1,0
isogroupDN71354_c2_g2,0
isogroupDN71355_c0_g2,0
isogroupDN71356_c0_g1,0
isogroupDN71356_c2_g1,0
isogroupDN71356_c3_g1,0
isogroupDN71356_c4_g2,0
isogroupDN71357_c2_g1,0
isogroupDN71358_c7_g1,0
isogroupDN71358_c8_g1,1
isogroupDN71359_c3_g1,0
isogroupDN71359_c3_g2,0
isogroupDN71361_c0_g1,0
isogroupDN71363_c0_g1,0
isogroupDN71364_c0_g1,0
isogroupDN71365_c4_g2,0
isogroupDN71365_c5_g1,1
isogroupDN71366_c0_g1,0
isogroupDN71368_c10_g1,0
isogroupDN71368_c6_g1,0
isogroupDN71368_c8_g2,0
isogroupDN71369_c0_g1,0
isogroupDN71370_c3_g2,0
isogroupDN71370_c5_g1,0
isogroupDN71371_c0_g1,0
isogroupDN71371_c0_g10,0
isogroupDN71371_c0_g14,0
isogroupDN71371_c0_g4,0
isogroupDN71372_c1_g1,0
isogroupDN71374_c11_g1,0
isogroupDN71374_c9_g1,0
isogroupDN71377_c3_g1,0
isogroupDN71379_c7_g1,0
isogroupDN71379_c8_g1,0
isogroupDN71380_c0_g1,0
isogroupDN71381_c8_g1,0
isogroupDN71382_c2_g1,0
isogroupDN71383_c6_g1,0
isogroupDN71385_c1_g1,0
isogroupDN71386_c3_g1,0
isogroupDN71387_c0_g1,0
isogroupDN71388_c5_g1,0
isogroupDN71390_c6_g1,0
isogroupDN71391_c3_g1,0
isogroupDN71391_c4_g1,0
isogroupDN71392_c8_g1,0
isogroupDN71394_c0_g1,0
isogroupDN71395_c0_g1,0
isogroupDN71398_c5_g1,0
isogroupDN71398_c6_g1,0
isogroupDN71400_c0_g1,0
isogroupDN71403_c10_g1,0
isogroupDN71403_c10_g2,0
isogroupDN71403_c10_g3,0
isogroupDN71403_c9_g1,0
isogroupDN71405_c2_g1,0
isogroupDN71407_c3_g2,0
isogroupDN71409_c3_g1,0
isogroupDN71411_c3_g1,0
isogroupDN71411_c4_g1,0
isogroupDN71412_c2_g1,0
isogroupDN71413_c1_g1,0
isogroupDN71414_c2_g1,0
isogroupDN71417_c1_g5,0
isogroupDN71417_c1_g6,0
isogroupDN71418_c2_g1,1
isogroupDN71418_c3_g3,0
isogroupDN71419_c1_g1,0
isogroupDN71419_c2_g1,0
isogroupDN71419_c3_g1,0
isogroupDN71420_c1_g2,0
isogroupDN71421_c2_g1,0
isogroupDN71422_c0_g1,0
isogroupDN71423_c3_g1,0
isogroupDN71424_c4_g1,0
isogroupDN71424_c6_g1,0
isogroupDN71424_c7_g1,0
isogroupDN71425_c3_g2,0
isogroupDN71425_c4_g2,0
isogroupDN71426_c2_g2,0
isogroupDN71427_c1_g1,0
isogroupDN71427_c2_g1,0
isogroupDN71428_c4_g1,1
isogroupDN71430_c0_g1,0
isogroupDN71431_c0_g1,0
isogroupDN71432_c1_g1,0
isogroupDN71433_c3_g1,0
isogroupDN71435_c0_g1,0
isogroupDN71436_c5_g1,0
isogroupDN71437_c1_g1,0
isogroupDN71437_c2_g1,0
isogroupDN71438_c12_g2,0
isogroupDN71438_c14_g1,0
isogroupDN71439_c11_g2,0
isogroupDN71439_c3_g1,1
isogroupDN71439_c7_g1,0
isogroupDN71439_c9_g1,0
isogroupDN71440_c4_g1,0
isogroupDN71440_c6_g1,0
isogroupDN71442_c0_g1,0
isogroupDN71443_c2_g1,0
isogroupDN71443_c2_g2,0
isogroupDN71443_c5_g3,0
isogroupDN71443_c5_g5,0
isogroupDN71443_c7_g1,0
isogroupDN71445_c1_g1,0
isogroupDN71447_c6_g1,0
isogroupDN71450_c0_g1,0
isogroupDN71452_c0_g1,0
isogroupDN71453_c0_g1,0
isogroupDN71454_c1_g1,0
isogroupDN71455_c0_g1,0
isogroupDN71455_c1_g1,0
isogroupDN71455_c2_g1,0
isogroupDN71456_c1_g1,0
isogroupDN71460_c10_g1,0
isogroupDN71460_c8_g1,0
isogroupDN71461_c1_g1,0
isogroupDN71462_c4_g2,0
isogroupDN71465_c1_g1,0
isogroupDN71466_c13_g2,0
isogroupDN71466_c8_g1,0
isogroupDN71467_c1_g1,0
isogroupDN71467_c3_g1,0
isogroupDN71467_c3_g2,0
isogroupDN71467_c5_g1,0
isogroupDN71468_c5_g1,0
isogroupDN71468_c8_g1,0
isogroupDN71468_c8_g2,0
isogroupDN71469_c2_g1,0
isogroupDN71470_c1_g1,0
isogroupDN71472_c6_g1,0
isogroupDN71473_c0_g1,0
isogroupDN71474_c1_g1,0
isogroupDN71475_c7_g2,0
isogroupDN71476_c0_g1,0
isogroupDN71479_c5_g1,0
isogroupDN71483_c0_g1,0
isogroupDN71484_c5_g2,0
isogroupDN71487_c6_g1,0
isogroupDN71487_c6_g3,0
isogroupDN71487_c7_g1,0
isogroupDN71487_c9_g1,0
isogroupDN71488_c0_g1,0
isogroupDN71490_c3_g1,0
isogroupDN71490_c3_g2,0
isogroupDN71492_c3_g1,0
isogroupDN71493_c1_g1,0
isogroupDN71495_c2_g1,0
isogroupDN71496_c12_g1,0
isogroupDN71496_c7_g1,0
isogroupDN71497_c10_g2,0
isogroupDN71497_c8_g1,0
isogroupDN71498_c6_g1,0
isogroupDN71498_c7_g1,0
isogroupDN71498_c8_g1,0
isogroupDN71498_c9_g2,0
isogroupDN71499_c1_g2,0
isogroupDN71499_c1_g4,0
isogroupDN71499_c3_g1,0
isogroupDN71500_c5_g1,0
isogroupDN71500_c7_g1,0
isogroupDN71501_c10_g1,0
isogroupDN71501_c10_g3,0
isogroupDN71501_c5_g1,0
isogroupDN71501_c7_g1,0
isogroupDN71502_c0_g1,0
isogroupDN71503_c1_g1,0
isogroupDN71503_c1_g2,0
isogroupDN71503_c4_g1,0
isogroupDN71507_c3_g1,0
isogroupDN71507_c4_g1,0
isogroupDN71507_c5_g1,0
isogroupDN71507_c5_g2,0
isogroupDN71507_c6_g3,0
isogroupDN71507_c7_g5,0
isogroupDN71507_c7_g8,1
isogroupDN71508_c1_g1,0
isogroupDN71510_c2_g1,0
isogroupDN71510_c6_g1,0
isogroupDN71511_c0_g1,0
isogroupDN71515_c0_g1,0
isogroupDN71515_c1_g1,0
isogroupDN71515_c2_g1,0
isogroupDN71515_c3_g1,0
isogroupDN71518_c2_g2,1
isogroupDN71518_c3_g1,0
isogroupDN71520_c4_g1,0
isogroupDN71523_c4_g1,0
isogroupDN71526_c0_g1,0
isogroupDN71527_c6_g1,0
isogroupDN71527_c7_g1,0
isogroupDN71527_c7_g4,0
isogroupDN71529_c0_g1,0
isogroupDN71530_c4_g2,0
isogroupDN71531_c0_g1,0
isogroupDN71532_c1_g1,0
isogroupDN71532_c4_g1,0
isogroupDN71533_c1_g1,0
isogroupDN71533_c3_g4,0
isogroupDN71533_c4_g1,0
isogroupDN71534_c4_g1,0
isogroupDN71537_c1_g1,0
isogroupDN71540_c7_g4,0
isogroupDN71540_c8_g1,0
isogroupDN71541_c1_g1,0
isogroupDN71542_c4_g1,0
isogroupDN71542_c5_g3,0
isogroupDN71543_c2_g2,0
isogroupDN71543_c3_g1,0
isogroupDN71544_c6_g2,0
isogroupDN71544_c6_g3,0
isogroupDN71544_c9_g1,0
isogroupDN71545_c6_g1,0
isogroupDN71546_c4_g1,0
isogroupDN71547_c6_g1,0
isogroupDN71547_c7_g1,0
isogroupDN71547_c9_g1,0
isogroupDN71548_c10_g2,0
isogroupDN71548_c7_g1,0
isogroupDN71550_c6_g3,0
isogroupDN71550_c6_g4,0
isogroupDN71551_c2_g3,0
isogroupDN71551_c2_g4,0
isogroupDN71553_c3_g2,0
isogroupDN71553_c3_g3,0
isogroupDN71555_c5_g1,1
isogroupDN71555_c6_g1,0
isogroupDN71555_c7_g1,0
isogroupDN71556_c6_g1,0
isogroupDN71556_c7_g1,0
isogroupDN71556_c8_g4,0
isogroupDN71557_c0_g1,0
isogroupDN71557_c1_g2,0
isogroupDN71558_c2_g1,0
isogroupDN71558_c6_g1,0
isogroupDN71558_c7_g1,0
isogroupDN71559_c10_g1,0
isogroupDN71559_c3_g1,0
isogroupDN71559_c7_g2,0
isogroupDN71559_c9_g1,0
isogroupDN71562_c10_g3,0
isogroupDN71562_c8_g1,0
isogroupDN71562_c9_g1,0
isogroupDN71564_c4_g2,0
isogroupDN71564_c5_g1,0
isogroupDN71565_c7_g1,0
isogroupDN71566_c5_g1,0
isogroupDN71566_c6_g1,0
isogroupDN71568_c10_g2,0
isogroupDN71568_c11_g1,0
isogroupDN71568_c8_g1,0
isogroupDN71569_c3_g1,0
isogroupDN71569_c3_g2,0
isogroupDN71569_c3_g5,0
isogroupDN71571_c1_g1,0
isogroupDN71573_c5_g1,0
isogroupDN71574_c1_g1,0
isogroupDN71575_c12_g1,0
isogroupDN71575_c16_g1,0
isogroupDN71575_c4_g2,0
isogroupDN71576_c2_g1,0
isogroupDN71576_c3_g4,0
isogroupDN71578_c0_g1,0
isogroupDN71580_c11_g1,0
isogroupDN71581_c5_g1,0
isogroupDN71581_c6_g1,0
isogroupDN71582_c1_g1,0
isogroupDN71583_c10_g1,0
isogroupDN71583_c5_g1,0
isogroupDN71584_c10_g1,0
isogroupDN71584_c12_g1,0
isogroupDN71584_c4_g1,0
isogroupDN71584_c6_g1,0
isogroupDN71585_c3_g1,0
isogroupDN71586_c2_g1,0
isogroupDN71586_c3_g1,0
isogroupDN71587_c4_g1,0
isogroupDN71590_c6_g1,0
isogroupDN71590_c6_g2,0
isogroupDN71591_c4_g2,1
isogroupDN71592_c1_g1,0
isogroupDN71593_c4_g1,0
isogroupDN71594_c5_g1,0
isogroupDN71594_c5_g2,0
isogroupDN71594_c6_g2,0
isogroupDN71595_c0_g1,0
isogroupDN71597_c0_g1,0
isogroupDN71600_c1_g1,0
isogroupDN71601_c0_g1,0
isogroupDN71602_c6_g1,0
isogroupDN71602_c9_g1,0
isogroupDN71602_c9_g2,0
isogroupDN71603_c9_g2,0
isogroupDN71604_c1_g1,0
isogroupDN71606_c3_g1,0
isogroupDN71606_c4_g6,0
isogroupDN71608_c2_g1,0
isogroupDN71609_c0_g1,0
isogroupDN71609_c4_g1,0
isogroupDN71610_c4_g1,0
isogroupDN71611_c5_g1,0
isogroupDN71611_c6_g2,0
isogroupDN71612_c0_g1,0
isogroupDN71613_c3_g1,0
isogroupDN71615_c2_g1,0
isogroupDN71616_c3_g1,0
isogroupDN71616_c4_g2,0
isogroupDN71617_c2_g1,0
isogroupDN71618_c0_g1,0
isogroupDN71620_c1_g1,0
isogroupDN71621_c5_g1,0
isogroupDN71621_c7_g2,0
isogroupDN71622_c5_g1,0
isogroupDN71623_c1_g1,0
isogroupDN71624_c0_g1,0
isogroupDN71625_c0_g2,0
isogroupDN71630_c1_g1,0
isogroupDN71630_c3_g1,0
isogroupDN71631_c0_g1,0
isogroupDN71632_c2_g1,1
isogroupDN71634_c1_g1,0
isogroupDN71634_c2_g1,0
isogroupDN71634_c4_g1,0
isogroupDN71634_c5_g1,0
isogroupDN71635_c11_g1,0
isogroupDN71635_c12_g1,0
isogroupDN71635_c13_g1,0
isogroupDN71635_c13_g3,0
isogroupDN71635_c1_g1,0
isogroupDN71635_c1_g2,0
isogroupDN71635_c5_g2,0
isogroupDN71635_c6_g1,0
isogroupDN71637_c1_g2,0
isogroupDN71638_c4_g1,0
isogroupDN71638_c8_g4,0
isogroupDN71641_c8_g1,0
isogroupDN71642_c4_g1,0
isogroupDN71642_c5_g1,0
isogroupDN71643_c1_g2,0
isogroupDN71644_c1_g1,0
isogroupDN71645_c2_g1,0
isogroupDN71645_c3_g3,0
isogroupDN71648_c0_g1,0
isogroupDN71649_c0_g1,0
isogroupDN71651_c0_g3,0
isogroupDN71652_c1_g1,1
isogroupDN71652_c3_g2,0
isogroupDN71652_c5_g1,0
isogroupDN71653_c0_g3,0
isogroupDN71658_c4_g1,0
isogroupDN71658_c5_g2,0
isogroupDN71658_c6_g1,1
isogroupDN71659_c2_g1,0
isogroupDN71661_c11_g1,0
isogroupDN71661_c3_g1,0
isogroupDN71661_c6_g1,0
isogroupDN71661_c8_g1,0
isogroupDN71662_c1_g1,0
isogroupDN71664_c0_g1,0
isogroupDN71665_c1_g1,0
isogroupDN71667_c10_g1,0
isogroupDN71667_c11_g1,0
isogroupDN71667_c8_g1,0
isogroupDN71667_c9_g1,0
isogroupDN71668_c0_g1,0
isogroupDN71669_c1_g1,0
isogroupDN71670_c8_g1,0
isogroupDN71672_c1_g1,0
isogroupDN71673_c4_g1,0
isogroupDN71673_c5_g1,0
isogroupDN71674_c1_g1,0
isogroupDN71675_c4_g2,0
isogroupDN71676_c2_g1,0
isogroupDN71677_c3_g1,0
isogroupDN71677_c4_g1,0
isogroupDN71678_c5_g1,0
isogroupDN71679_c5_g1,0
isogroupDN71679_c6_g1,0
isogroupDN71679_c7_g1,0
isogroupDN71680_c1_g1,0
isogroupDN71681_c10_g1,0
isogroupDN71681_c6_g1,0
isogroupDN71681_c8_g1,0
isogroupDN71683_c7_g1,0
isogroupDN71684_c1_g1,0
isogroupDN71685_c8_g1,0
isogroupDN71686_c1_g1,0
isogroupDN71687_c0_g1,0
isogroupDN71688_c3_g1,0
isogroupDN71688_c3_g3,0
isogroupDN71688_c4_g1,1
isogroupDN71688_c4_g2,0
isogroupDN71689_c5_g1,0
isogroupDN71689_c5_g2,0
isogroupDN71691_c9_g3,0
isogroupDN71692_c3_g1,0
isogroupDN71693_c0_g1,0
isogroupDN71694_c4_g1,0
isogroupDN71694_c5_g1,0
isogroupDN71694_c9_g1,0
isogroupDN71696_c10_g2,0
isogroupDN71698_c0_g2,0
isogroupDN71698_c0_g3,0
isogroupDN71703_c0_g1,0
isogroupDN71703_c0_g2,0
isogroupDN71705_c12_g2,0
isogroupDN71706_c2_g1,0
isogroupDN71707_c2_g1,0
isogroupDN71707_c4_g1,0
isogroupDN71708_c5_g1,0
isogroupDN71708_c6_g1,0
isogroupDN71708_c7_g1,0
isogroupDN71709_c2_g1,0
isogroupDN71709_c7_g1,0
isogroupDN71709_c7_g2,0
isogroupDN71709_c7_g5,0
isogroupDN71711_c3_g2,0
isogroupDN71712_c5_g1,0
isogroupDN71715_c2_g1,0
isogroupDN71716_c6_g2,0
isogroupDN71716_c7_g2,0
isogroupDN71717_c5_g1,0
isogroupDN71717_c7_g1,0
isogroupDN71718_c5_g1,0
isogroupDN71720_c3_g1,0
isogroupDN71721_c0_g1,0
isogroupDN71722_c1_g1,0
isogroupDN71722_c2_g1,0
isogroupDN71723_c3_g1,0
isogroupDN71723_c3_g2,0
isogroupDN71723_c4_g2,0
isogroupDN71723_c5_g1,0
isogroupDN71725_c2_g1,0
isogroupDN71725_c4_g1,0
isogroupDN71725_c5_g1,0
isogroupDN71726_c3_g1,0
isogroupDN71726_c4_g2,0
isogroupDN71727_c2_g4,0
isogroupDN71728_c6_g1,0
isogroupDN71728_c7_g2,0
isogroupDN71729_c0_g1,0
isogroupDN71730_c0_g1,0
isogroupDN71731_c1_g1,0
isogroupDN71731_c4_g1,0
isogroupDN71731_c6_g1,0
isogroupDN71731_c7_g1,0
isogroupDN71731_c8_g1,0
isogroupDN71732_c3_g3,0
isogroupDN71733_c1_g1,0
isogroupDN71733_c3_g1,0
isogroupDN71733_c4_g1,0
isogroupDN71733_c5_g1,0
isogroupDN71733_c7_g1,0
isogroupDN71734_c2_g1,0
isogroupDN71734_c4_g1,0
isogroupDN71734_c5_g1,1
isogroupDN71737_c1_g1,0
isogroupDN71739_c7_g1,0
isogroupDN71739_c7_g5,0
isogroupDN71739_c8_g1,0
isogroupDN71739_c8_g2,0
isogroupDN71740_c1_g1,0
isogroupDN71741_c2_g1,0
isogroupDN71741_c5_g1,0
isogroupDN71742_c3_g2,0
isogroupDN71743_c1_g1,0
isogroupDN71744_c2_g1,0
isogroupDN71746_c6_g2,0
isogroupDN71749_c1_g1,0
isogroupDN71752_c6_g1,0
isogroupDN71753_c4_g1,0
isogroupDN71753_c6_g1,0
isogroupDN71755_c7_g5,0
isogroupDN71756_c2_g1,0
isogroupDN71757_c2_g1,0
isogroupDN71757_c3_g1,0
isogroupDN71758_c2_g2,0
isogroupDN71759_c11_g1,0
isogroupDN71759_c15_g2,0
isogroupDN71760_c4_g1,0
isogroupDN71761_c5_g2,0
isogroupDN71762_c0_g1,0
isogroupDN71763_c0_g1,0
isogroupDN71764_c10_g2,1
isogroupDN71764_c8_g1,0
isogroupDN71764_c9_g1,0
isogroupDN71765_c1_g1,0
isogroupDN71765_c1_g2,0
isogroupDN71765_c3_g1,0
isogroupDN71765_c3_g2,0
isogroupDN71765_c6_g1,0
isogroupDN71766_c2_g2,0
isogroupDN71768_c10_g1,0
isogroupDN71768_c12_g2,0
isogroupDN71771_c4_g1,0
isogroupDN71771_c5_g1,0
isogroupDN71772_c0_g1,0
isogroupDN71773_c5_g1,0
isogroupDN71773_c6_g1,0
isogroupDN71774_c4_g2,0
isogroupDN71774_c5_g1,0
isogroupDN71774_c6_g1,0
isogroupDN71774_c7_g2,0
isogroupDN71775_c10_g2,0
isogroupDN71775_c11_g1,0
isogroupDN71775_c6_g2,0
isogroupDN71775_c7_g2,0
isogroupDN71777_c2_g1,0
isogroupDN71777_c3_g1,0
isogroupDN71777_c4_g1,0
isogroupDN71780_c4_g1,0
isogroupDN71780_c5_g1,0
isogroupDN71782_c4_g1,0
isogroupDN71784_c1_g1,0
isogroupDN71785_c4_g2,1
isogroupDN71785_c5_g1,0
isogroupDN71785_c5_g2,0
isogroupDN71786_c0_g1,0
isogroupDN71788_c3_g1,0
isogroupDN71788_c4_g1,0
isogroupDN71788_c5_g1,0
isogroupDN71788_c6_g1,0
isogroupDN71789_c0_g1,0
isogroupDN71793_c2_g1,0
isogroupDN71793_c3_g2,0
isogroupDN71795_c2_g1,0
isogroupDN71796_c10_g1,0
isogroupDN71796_c7_g1,0
isogroupDN71797_c6_g2,0
isogroupDN71797_c6_g3,0
isogroupDN71797_c7_g3,0
isogroupDN71798_c1_g1,0
isogroupDN71798_c2_g4,0
isogroupDN71798_c3_g3,0
isogroupDN71799_c2_g1,0
isogroupDN71800_c5_g1,0
isogroupDN71800_c5_g2,0
isogroupDN71800_c5_g5,0
isogroupDN71800_c6_g1,1
isogroupDN71800_c7_g1,0
isogroupDN71800_c8_g1,0
isogroupDN71800_c9_g2,0
isogroupDN71801_c3_g3,0
isogroupDN71803_c7_g1,0
isogroupDN71805_c9_g2,0
isogroupDN71806_c3_g1,0
isogroupDN71806_c3_g4,0
isogroupDN71807_c3_g1,0
isogroupDN71807_c4_g1,0
isogroupDN71810_c2_g1,0
isogroupDN71810_c2_g2,0
isogroupDN71811_c4_g1,0
isogroupDN71812_c10_g1,0
isogroupDN71812_c6_g1,0
isogroupDN71812_c6_g2,0
isogroupDN71812_c8_g1,0
isogroupDN71812_c9_g1,0
isogroupDN71813_c0_g1,0
isogroupDN71815_c0_g1,0
isogroupDN71816_c3_g1,0
isogroupDN71818_c1_g1,0
isogroupDN71819_c1_g1,0
isogroupDN71820_c5_g2,1
isogroupDN71821_c3_g1,0
isogroupDN71821_c5_g1,0
isogroupDN71821_c5_g2,0
isogroupDN71821_c6_g1,0
isogroupDN71822_c1_g1,0
isogroupDN71823_c4_g1,0
isogroupDN71826_c1_g1,0
isogroupDN71828_c0_g2,0
isogroupDN71829_c2_g1,0
isogroupDN71830_c1_g1,0
isogroupDN71831_c1_g1,0
isogroupDN71833_c2_g1,0
isogroupDN71833_c3_g1,0
isogroupDN71834_c1_g1,0
isogroupDN71835_c12_g2,0
isogroupDN71835_c13_g1,0
isogroupDN71835_c15_g1,0
isogroupDN71836_c2_g1,0
isogroupDN71836_c5_g1,0
isogroupDN71837_c10_g6,0
isogroupDN71837_c6_g1,0
isogroupDN71837_c9_g1,0
isogroupDN71842_c1_g1,0
isogroupDN71843_c2_g1,0
isogroupDN71843_c3_g2,0
isogroupDN71843_c4_g1,0
isogroupDN71844_c1_g2,1
isogroupDN71844_c3_g1,0
isogroupDN71844_c5_g2,0
isogroupDN71844_c6_g1,0
isogroupDN71844_c7_g1,0
isogroupDN71844_c7_g2,0
isogroupDN71844_c8_g2,0
isogroupDN71846_c7_g3,0
isogroupDN71846_c8_g3,0
isogroupDN71846_c9_g2,0
isogroupDN71846_c9_g3,0
isogroupDN71848_c10_g1,0
isogroupDN71848_c7_g1,0
isogroupDN71849_c0_g1,0
isogroupDN71850_c6_g1,0
isogroupDN71851_c10_g2,0
isogroupDN71851_c12_g1,0
isogroupDN71851_c13_g1,0
isogroupDN71851_c2_g1,0
isogroupDN71851_c2_g2,0
isogroupDN71851_c3_g1,0
isogroupDN71852_c10_g1,0
isogroupDN71852_c12_g1,0
isogroupDN71852_c1_g1,0
isogroupDN71852_c2_g1,0
isogroupDN71852_c6_g1,0
isogroupDN71852_c9_g1,0
isogroupDN71853_c1_g1,1
isogroupDN71854_c2_g2,0
isogroupDN71857_c1_g1,0
isogroupDN71857_c3_g1,0
isogroupDN71857_c4_g1,0
isogroupDN71857_c6_g1,0
isogroupDN71857_c6_g5,0
isogroupDN71858_c4_g1,0
isogroupDN71859_c4_g1,0
isogroupDN71863_c1_g1,0
isogroupDN71864_c6_g1,0
isogroupDN71866_c0_g1,0
isogroupDN71866_c0_g2,0
isogroupDN71866_c10_g1,0
isogroupDN71866_c12_g1,0
isogroupDN71866_c8_g1,0
isogroupDN71866_c9_g2,0
isogroupDN71869_c0_g1,0
isogroupDN71870_c1_g1,0
isogroupDN71871_c1_g1,0
isogroupDN71872_c6_g1,0
isogroupDN71872_c6_g2,0
isogroupDN71873_c0_g1,0
isogroupDN71874_c1_g1,0
isogroupDN71875_c0_g1,0
isogroupDN71877_c10_g3,0
isogroupDN71877_c7_g1,0
isogroupDN71877_c8_g1,0
isogroupDN71877_c9_g1,0
isogroupDN71879_c0_g1,0
isogroupDN71880_c10_g3,0
isogroupDN71880_c10_g9,0
isogroupDN71880_c1_g1,0
isogroupDN71880_c4_g1,0
isogroupDN71880_c4_g3,0
isogroupDN71880_c9_g1,0
isogroupDN71881_c7_g1,0
isogroupDN71882_c8_g1,0
isogroupDN71882_c9_g1,0
isogroupDN71885_c4_g1,0
isogroupDN71886_c4_g3,0
isogroupDN71887_c11_g1,0
isogroupDN71887_c12_g1,0
isogroupDN71887_c13_g1,0
isogroupDN71887_c6_g2,0
